id,title,link,price,subscribers,reviews,levels,rating,subjectName
189996,Introduction to Digital Payments,https://www.udemy.com/payments/,0,12217,351,All Levels,0.41,Business Finance
890810,Practical Understanding of PHP and MySQL,https://www.udemy.com/practical-understanding-of-php-and-myqsl-demo/,0,12201,217,All Levels,0.81,Web Development
113706,Build Flat Responsive Website from Scratch - Complete Course,https://www.udemy.com/build-flat-responsive-website-from-scratch-complete-course/,35,12105,144,Beginner Level,0.15,Web Development
611370,"Quote Images for Pinterest, Facebook, & Instagram",https://www.udemy.com/viral-images-pinterest-facebook-instagram/,0,12103,576,All Levels,0.75,Graphic Design
723522,PHP Fundamentals - Start Earning The Top Dollars You Deserve,https://www.udemy.com/php-fundamentals/,195,12068,81,Intermediate Level,0.74,Web Development
746014,The Complete Sass & SCSS Course: From Beginner to Advanced,https://www.udemy.com/sasscourse/,195,12021,660,All Levels,0.3,Web Development
302562,Introduction to Accounting: The Language of Business,https://www.udemy.com/learnaccountingforfree/,20,11958,370,All Levels,0.81,Business Finance
47004,Photoshop Course: Design an eBook Cover in Photoshop,https://www.udemy.com/ebook-cover-design/,50,11893,69,All Levels,0.27,Graphic Design
560996,You can create Incredible Websites with HTML CSS learn how,https://www.udemy.com/learn-to-create-html-css-web-templates-create-web-pages/,100,11892,50,Intermediate Level,0.82,Web Development
26845,Advanced HTML5 Tutorial for Web Developers,https://www.udemy.com/advanced-html5-for-web-developers/,50,11847,57,All Levels,0.18,Web Development
822444,Python and Django Full Stack Web Developer Bootcamp,https://www.udemy.com/python-and-django-full-stack-web-developer-bootcamp/,200,11832,1883,Beginner Level,0.29,Web Development
563668,Learn how to create a WordPress theme using Pinegrow,https://www.udemy.com/learn-how-to-create-a-wordpress-theme-using-pinegrow/,0,11812,152,All Levels,0.41,Web Development
540724,How To Setup Web Hosting,https://www.udemy.com/how-to-setup-web-hosting/,0,11758,242,Beginner Level,0.24,Web Development
777444,Corporate Finance - A Brief Introduction,https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/,0,11724,649,All Levels,0.81,Business Finance
596192,PSD To a Creative Landing Page Using Twitter Bootstrap 3,https://www.udemy.com/psd-to-responsive-html5-css3-with-bootstrap-3/,0,11666,546,All Levels,0.55,Web Development
77642,Learn HTML 5 in 1 hour,https://www.udemy.com/learn-html-5-in-1-hour/,100,11643,169,All Levels,0.93,Web Development
696016,HTML CSS Easy steps to create a web template from scratch,https://www.udemy.com/html-css-easy-steps-to-create-a-web-template-from-scratch/,200,11574,78,All Levels,0.7,Web Development
920544,React Redux React-Router: From Beginner to Paid Professional,https://www.udemy.com/react-redux-react-router/,20,11536,876,All Levels,0.95,Web Development
699618,Learn HTML And CSS From Scratch,https://www.udemy.com/html-and-css-from-scratch/,0,11533,240,Beginner Level,0.21,Web Development
116128,CPA 101: How To Master Affiliate Marketing In No Time,https://www.udemy.com/cpa-marketing-101/,100,11517,92,All Levels,0.81,Business Finance
789324,Complete Web Development Course + Building 5 Websites!,https://www.udemy.com/creating-5-web-development-projects-in-html5-and-css3/,200,11492,174,All Levels,0.35,Web Development
888716,"Introduction to Finance, Accounting, Modeling and Valuation",https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,200,11441,1118,All Levels,0.81,Business Finance
945978,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,https://www.udemy.com/ultimate-angular-2/,50,11384,1846,Beginner Level,0.22,Web Development
460056,Learn the Basics of Programming for Marketers,https://www.udemy.com/basic-programming-for-marketers/,55,11339,43,All Levels,0.47,Web Development
1052304,JavaScript For Beginners : Learn JavaScript From Scratch,https://www.udemy.com/javascript-course-for-beginners/,195,11285,102,Intermediate Level,0.3,Web Development
